Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND)
hp,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.41,43,19690000
hp,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,,51,23590000
hp,Intel,3,13,4.5,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.74,41,15290000
hp,Intel,7,12,4.7,8,DDR5,4800,512,14,1920x1200,60,Intel,1.36,,35990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,1.51,43,24290000
hp,Intel,7,12,4.7,16,LPDDR4,4267,512,13.3,2880x1800,60,Intel,1.34,,30490000
hp,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.29,52.5,22990000
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,,51,26090000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,18990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,21290000
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,1.51,43,22890000
hp,Intel,5,12,4.4,16,DDR4,4266,512,13.3,2880x1800,60,Intel,1.34,66,29690000
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,1.38,51,22690000
hp,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,25990000
hp,Intel,3,13,4.5,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.74,41,15290000
hp,Intel,3,11,4.1,8,DDR4,3200,256,14,1920x1080,60,Intel,1.46,41,12690000
hp,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,19990000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.69,41,18690000
hp,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1080,60,Intel,,51,16990000
hp,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,19990000
hp,Intel,3,11,4.1,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.7,41,12690000
hp,Intel,7,12,4.7,16,LPDDR4X,4266,1024,13.5,3000x2000,60,Intel,1.36,66,48990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,,51,22990000
hp,Intel,7,13,5,16,DDR5,5200,512,16.1,1920x1080,144,NVIDIA,2.31,70,32990000
hp,Intel,7,12,4.7,16,DDR4,3200,512,13.3,1920x1080,60,Intel,1.28,,25990000
hp,Intel,3,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.46,41,13390000
hp,Intel,7,13,5,16,DDR4,,512,15.6,1920x1080,60,Intel,1.79,51,
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,,51,
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,51,28090000
hp,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.41,43,14990000
hp,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.37,51,21990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,51,
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,1.41,51,23490000
hp,Intel,5,13,4.6,16,DDR4,,512,15.6,1920x1080,60,Intel,1.79,51,
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,51,24490000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,,51,23490000
hp,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.59,41,22590000
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.51,43,27590000
hp,Intel,5,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.74,41,18990000
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,,51,21490000
hp,Intel,7,12,4.7,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.69,41,20590000
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,51,
hp,Intel,5,13,4.7,16,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,2.29,70,29990000
hp,Intel,5,12,4.4,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,43,20990000
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,,51,27690000
hp,Intel,7,12,4.7,8,DDR4,3200,512,14,1920x1080,60,Intel,1.37,51,25990000
hp,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,60,Intel,,51,27990000
hp,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1080,60,Intel,1.47,41,13490000
hp,Intel,7,12,4.7,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,43,25490000
hp,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,1.74,41,21990000
hp,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1080,60,Intel,1.51,43,17990000
hp,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1080,60,Intel,1.51,43,17990000
hp,Intel,7,13,5,8,DDR4,3200,512,14,1920x1080,60,Intel,1.47,41,20990000
hp,Intel,5,13,4.6,8,DDR4,3200,256,14,1920x1080,60,Intel,1.47,41,18490000
hp,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.47,41,19990000
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.47,41,22490000
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,1.47,41,18990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,1.47,41,19990000
lenovo,Intel,7,13,5,16,LPDDR5,6400,1024,14,2880x1800,60,Intel,1.12,57,52090000
lenovo,Intel,7,13,3.7,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.77,46.5,27290000
lenovo,Intel,5,12,4.5,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.65,38,14490000
lenovo,Intel,3,13,4.5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.67,38,14090000
lenovo,Intel,7,13,5,8,DDR5,5200,1024,16,2560x1600,165,NVIDIA,2.4,80,42990000
lenovo,Intel,7,13,4.9,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.46,56.6,22990000
lenovo,Intel,7,13,5,8,DDR5,5200,512,16,2560x1600,165,NVIDIA,2.4,80,37990000
lenovo,Intel,7,13,5,16,LPDDR5X,6400,1024,13,2160x1350,60,Intel,0.9915,49.5,53490000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,65,
lenovo,Intel,7,13,5,32,LPDDR5,4800,1024,13.3,1920x1200,60,Intel,1.25,41,42990000
lenovo,Intel,7,13,5,16,LPDDR5X,6400,512,13,2160x1350,60,Intel,0.9665,49.5,55990000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,1024,14,1920x1080,60,Intel,1.37,47,16490000
lenovo,AMD,5,7,5,8,DDR5,5600,512,15.6,1920x1080,144,NVIDIA,2.4,60,27990000
lenovo,Intel,7,13,5,16,LPDDR5X,6400,512,13,2160x1350,60,Intel,0.9915,49.5,52290000
lenovo,Intel,7,13,5,16,LPDDR5X,4800,512,14,2240x1400,60,Intel,1.25,57,
lenovo,Intel,5,13,4.6,16,LPDDR5X,4800,512,14,2240x1400,60,Intel,1.25,57,
lenovo,Intel,7,13,5,32,LPDDR5X,7500,1024,14,2240x1400,60,NVIDIA,1.38,52.5,42990000
lenovo,AMD,5,6,4.5,8,DDR5,4800,512,15.6,1920x1080,120,NVIDIA,2.315,60,25690000
lenovo,AMD,7,6,4.7,8,DDR5,4800,512,15.6,1920x1080,120,NVIDIA,2.315,60,
lenovo,Intel,5,13,4.7,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.46,56.6,19990000
lenovo,Intel,7,13,5,16,LPDDR5X,4800,512,14,2240x1400,60,Intel,1.25,57,
lenovo,Intel,5,13,4.7,8,DDR5,5200,512,14,1920x1200,60,Intel,1.38,60,
lenovo,Intel,5,13,4.6,16,LPDDR5X,7500,512,14,2240x1400,60,NVIDIA,1.34,52.5,35500000
lenovo,Intel,7,13,5,8,DDR4,3200,512,14,1920x1200,60,Intel,1.53,47,25690000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.65,38,
lenovo,Intel,5,13,4.7,16,DDR5,5200,1024,16,1920x1200,60,Intel,1.7,71,
lenovo,Intel,5,13,4.7,8,DDR5,5200,512,16,1920x1200,60,Intel,1.7,71,
lenovo,Intel,3,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.43,45,12990000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.65,38,
lenovo,Intel,3,13,4.5,8,DDR4,3200,512,14,1920x1080,60,Intel,1.43,38,
lenovo,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.65,38,
lenovo,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1080,60,Intel,1.43,38,
lenovo,Intel,3,13,4.5,8,DDR4,3200,512,14,1920x1080,60,Intel,1.43,38,
lenovo,Intel,5,13,4.6,8,DDR5,5200,512,14,1920x1200,60,Intel,1.38,45,
lenovo,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.4,45,23760000
lenovo,Intel,5,13,4.6,16,LPDDR5,6400,1024,14,2880x1800,60,Intel,1.12,57,
lenovo,Intel,5,13,4.6,16,LPDDR5,6400,512,14,1920x1200,60,Intel,1.12,57,
lenovo,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,1.43,38,
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,512,14,1920x1080,60,Intel,1.37,47,15490000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,16,1920x1200,60,Intel,1.97,47,21890000
lenovo,Intel,7,13,5,16,LPDDR5,4800,512,13.3,1920x1200,60,Intel,1.12,41,36990000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,1.43,38,
lenovo,Intel,9,13,5.4,16,DDR5,5600,1024,16,2560x1600,240,NVIDIA,2.55,80,55990000
lenovo,Intel,5,11,4.5,8,DDR4,3200,512,14,2240x1400,60,Intel,1.38,56.5,22990000
lenovo,Intel,9,13,5.4,16,DDR5,5600,1024,16,2560x1600,240,NVIDIA,2.55,80,49990000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,512,14,1920x1200,60,Intel,1.46,56.6,16990000
lenovo,AMD,5,5,4.2,8,DDR4,3200,256,15.6,1920x1080,165,NVIDIA,2.4,60,25999000
lenovo,Intel,9,13,5.4,32,LPDDR5X,6400,1024,14.5,3072x1920,165,NVIDIA,1.68,75,54990000
lenovo,Intel,7,13,5,16,LPDDR5X,5200,512,14,1920x1200,60,Intel,1.35,65,
lenovo,Intel,7,12,4.7,8,DDR4,3200,512,16,1920x1200,60,NVIDIA,1.8,52.5,37990000
lenovo,AMD,7,6,4.7,16,LPDDR5,6400,512,16,2560x1600,120,NVIDIA,1.95,75,29990000
lenovo,Intel,5,13,4.7,16,LPDDR5,5200,1024,14,1920x1200,60,Intel,1.46,56.6,20990000
lenovo,Intel,5,11,4.5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,45,16290000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,45,17990000
lenovo,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.41,38,19630000
lenovo,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.4,45,24920000
lenovo,Intel,7,12,4.7,16,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.49,80,46590000
lenovo,Intel,3,13,4.5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.67,38,12990000
lenovo,Intel,7,13,5,16,LPDDR5X,7500,512,16,1920x1200,60,NVIDIA,1.7,52.5,43160000
lenovo,Intel,7,11,4.7,16,DDR4,3200,1024,13,2160x1350,60,Intel,1.16,41,36190000
lenovo,Intel,5,13,4.6,16,LPDDR5,4800,512,13.3,1920x1200,60,Intel,1.12,41,28990000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.6,45,24199000
lenovo,Intel,7,13,5,8,DDR4,3200,512,16,1920x1200,60,Intel,1.97,47,30990000
lenovo,Intel,3,13,4.5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.67,38,14090000
lenovo,AMD,5,7,4.5,16,DDR4,3200,512,15.6,1920x1080,60,AMD,1.7,45,17910000
lenovo,Intel,5,13,4.6,16,LPDDR5X,7500,512,16,1920x1200,60,NVIDIA,1.7,52.5,39320000
lenovo,AMD,5,6,4.5,8,DDR5,4800,512,15.6,1920x1080,120,NVIDIA,2.32,60,19990000
lenovo,Intel,7,13,5,16,LPDDR5X,7500,512,14,2240x1400,60,NVIDIA,1.34,52.5,44160000
lenovo,AMD,7,7,5.1,8,DDR5,5600,512,16,2560x1600,165,NVIDIA,2.4,80,38990000
lenovo,AMD,5,5,4.2,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.25,45,17990000
lenovo,Intel,7,12,4.7,8,DDR4,3200,512,14,1920x1080,60,Intel,1.4,45,24890000
lenovo,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.4,60,21999000
lenovo,AMD,5,6,4.5,16,LPDDR5,6400,512,16,2560x1600,120,NVIDIA,1.95,75,27990000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,1024,16,1920x1200,60,Intel,1.89,56.6,17490000
lenovo,Intel,7,12,4.7,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.4,61,30990000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,16,1920x1200,60,Intel,1.97,47,22990000
lenovo,AMD,5,7,4.5,8,DDR4,3200,512,14,1920x1080,60,AMD,1.17,47,17990000
lenovo,Intel,5,12,4.5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.43,38,13490000
lenovo,Intel,7,13,5,8,DDR4,3200,512,16,1920x1200,60,Intel,1.81,47,25690000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1200,60,Intel,1.53,47,19790000
lenovo,Intel,7,13,5,16,DDR5,5200,512,16,1920x1200,60,Intel,1.67,52.5,31090000
lenovo,Intel,5,12,4.4,8,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.37,47,14490000
lenovo,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1200,60,Intel,1.53,47,22999000
lenovo,Intel,7,12,4.7,8,DDR4,3200,512,14,2240x1400,60,NVIDIA,1.38,52.5,41690000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,512,16,1920x1200,60,Intel,1.89,56.6,17490000
lenovo,Intel,5,13,4.6,16,DDR5,5200,512,16,1920x1200,60,Intel,1.67,52.5,27390000
lenovo,Intel,7,12,4.7,16,DDR4,3200,512,14,1920x1080,60,Intel,1.64,45,23999000
lenovo,Intel,7,13,5,16,LPDDR5X,5200,512,14,1920x1200,60,Intel,1.35,65,24990000
lenovo,Intel,9,13,5.6,32,DDR5,5600,1024,16,3200x2000,165,NVIDIA,2.56,99.9,139900000
lenovo,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.4,60,20990000
lenovo,Intel,7,13,5,16,LPDDR5X,7500,512,16,1920x1200,60,NVIDIA,1.7,52.5,39990000
lenovo,Intel,7,13,5,8,DDR4,3200,512,14,1920x1080,60,Intel,1.4,46.5,26100000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.44,56.5,16990000
lenovo,Intel,7,13,5,16,LPDDR5X,7500,512,14,2240x1400,60,NVIDIA,1.34,52.5,47990000
lenovo,AMD,7,7,5.1,8,DDR5,5600,512,15.6,1920x1080,144,NVIDIA,2.4,60,28990000
lenovo,Intel,5,13,4.6,8,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.4,60,31990000
lenovo,Intel,7,13,5,16,LPDDR5,6400,512,14,1920x1200,60,Intel,1.12,57,48090000
dell,Intel,7,12,4.8,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.29,40,
dell,Intel,7,12,4.8,16,LPDDR5,5200,512,14,2560x1600,60,Intel,1.44,40,
dell,Intel,7,13,5.2,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,1.795,64,
dell,Intel,7,12,4.8,16,DDR5,4800,256,15.6,3840x2400,60,NVIDIA,1.84,86,
dell,Intel,7,13,5.2,16,LPDDR5,6000,512,14,2560x1600,60,Intel,1.53,60,69990000
dell,Intel,5,13,4.6,16,DDR4,,512,14,1920x1080,60,Intel,1.36,54,30990000
dell,Intel,7,12,4.8,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,1.78,64,46990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,256,14,1920x1200,60,Intel,1.33,57,32990000
dell,Intel,7,12,4.7,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,,
dell,Intel,7,13,5.2,32,,,1024,14,1920x1080,60,NVIDIA,1.39,54,
dell,Intel,7,13,4.9,16,DDR5,4800,512,15.6,,165,NVIDIA,2.8,86,41190000
dell,Intel,7,12,4.8,16,DDR5,4800,512,15.6,3840x2400,60,NVIDIA,1.84,86,77990000
dell,Intel,7,12,4.7,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,,28990000
dell,Intel,5,13,4.6,16,LPDDR5,4800,512,13.3,1920x1200,60,Intel,1.15,,34990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,512,14,1920x1080,60,Intel,,54,20990000
dell,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1080,60,Intel,1.54,42,
dell,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,1.64,41,20990000
dell,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,120,NVIDIA,1.65,41,21490000
dell,Intel,5,13,4.6,16,LPDDR5,4800,512,16,1920x1200,60,NVIDIA,,54,28990000
dell,Intel,9,12,5,32,DDR5,4800,512,15.6,3840x2400,60,NVIDIA,1.84,86,89990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,512,16,,60,Intel,,54,22990000
dell,Intel,7,12,4.8,16,DDR5,4800,512,14,1920x1080,60,NVIDIA,1.49,64,41990000
dell,Intel,5,13,4.6,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,42,
dell,Intel,5,12,4.4,8,DDR5,4800,256,14,1920x1080,60,NVIDIA,1.49,64,33990000
dell,Intel,7,13,5,16,DDR4,3200,512,15.6,1366x768,60,Intel,1.81,42,25990000
dell,Intel,7,13,5,8,DDR4,3200,256,14,1920x1080,60,Intel,1.54,42,28990000
dell,Intel,5,13,4.6,8,DDR4,,512,14,1920x1080,60,Intel,1.6,41,18990000
dell,Intel,5,11,4.2,8,DDR4,3200,512,14,1920x1080,60,Intel,1.52,,18990000
dell,Intel,3,13,4.5,8,DDR4,,512,15.6,1920x1080,120,Intel,1.85,41,15990000
dell,Intel,9,11,5,16,DDR4,3200,512,15.6,1920x1200,60,NVIDIA,1.79,64,71990000
dell,Intel,5,13,4.6,8,DDR4,3200,256,15.6,1920x1080,120,Intel,1.9,41,17990000
dell,Intel,5,13,4.6,8,DDR4,,512,15.6,1920x1080,120,Intel,1.9,41,18990000
dell,Intel,7,13,5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.81,42,24490000
dell,Intel,7,12,4.7,8,DDR4,3200,256,14,1920x1080,60,Intel,1.52,41,23990000
dell,Intel,5,13,4.6,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,54,23990000
dell,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,41,24090000
dell,Intel,5,13,4.6,,LPDDR5,4800,512,14,1920x1080,60,Intel,,54,23990000
dell,Intel,3,13,4.5,8,DDR4,3200,,15.6,1920x1080,120,Intel,1.94,41,13490000
dell,Intel,7,13,5,16,LPDDR5,4800,1024,14,,60,NVIDIA,,54,31990000
dell,Intel,7,13,5,16,LPDDR5,4800,512,14,1920x1080,60,Intel,1.57,54,29990000
dell,Intel,3,13,4.5,8,DDR4,,256,14,1920x1080,60,Intel,1.44,41,13990000
dell,Intel,5,13,4.6,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.81,42,19990000
dell,Intel,7,13,5,16,LPDDR5,4800,512,16,,60,NVIDIA,1.85,54,31990000
dell,Intel,5,13,4.6,16,DDR4,,512,15.6,1920x1080,120,Intel,1.85,41,19990000
dell,Intel,3,13,4.5,8,DDR4,,512,15.6,1920x1080,120,Intel,1.94,41,14990000
dell,Intel,7,13,5,16,LPDDR5,4800,1024,14,1920x1200,60,Intel,1.8,54,28490000
dell,Intel,5,13,4.6,16,LPDDR5,4800,512,16,1920x1200,60,Intel,1.9,54,25990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,512,14,1920x1200,60,Intel,,54,24990000
dell,Intel,7,13,5,8,DDR4,,512,15.6,1920x1080,60,Intel,1.62,54,22990000
dell,Intel,5,13,4.6,8,DDR4,,512,15.6,1920x1080,120,Intel,1.65,41,20990000
dell,Intel,7,13,4.9,16,DDR5,4800,512,15.6,1920x1080,165,NVIDIA,2.81,86,42990000
dell,Intel,7,13,5,8,DDR4,3200,512,15.6,1920x1080,120,NVIDIA,1.9,54,24590000
dell,Intel,5,13,4.6,8,LPDDR5,4800,512,16,,60,Intel,1.85,54,23490000
dell,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.58,41,14590000
dell,Intel,7,13,5,16,LPDDR5,6000,512,13.4,3456x2160,60,Intel,1.26,55,62990000
dell,Intel,5,13,4.6,16,LPDDR5,4800,512,14,2560x1600,60,NVIDIA,1.5,54,29590000
dell,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.52,,18490000
dell,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,120,NVIDIA,1.62,54,26990000
dell,Intel,5,13,4.6,16,LPDDR5,5200,512,13.4,,60,Intel,1.26,55,55990000
dell,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,NVIDIA,1.6,41,26690000
dell,Intel,5,11,4.2,8,DDR4,3200,256,14,1920x1080,60,Intel,,41,17990000
dell,Intel,7,13,5,16,LPDDR5,4800,512,16,1920x1200,60,NVIDIA,1.82,54,33990000
dell,Intel,7,13,5,16,DDR5,4800,512,15.6,,60,NVIDIA,1.92,86,69990000
dell,Intel,7,13,5,16,LPDDR5,4800,512,13.3,1920x1200,60,Intel,1.15,57,40090000
dell,Intel,3,13,4.5,8,DDR4,,512,14,1920x1080,60,Intel,1.44,41,14990000
dell,Intel,7,13,5.2,16,DDR5,4800,512,16,1920x1200,60,NVIDIA,,100,85990000
dell,Intel,5,13,4.6,16,DDR4,,512,14,1920x1080,60,Intel,1.6,41,19990000
dell,Intel,7,13,5.2,16,DDR5,4800,512,16,1920x1200,60,NVIDIA,,100,78990000
dell,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,NVIDIA,1.5,41,22990000
dell,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.36,42,30990000
dell,Intel,7,13,5.3,16,,,512,16,1920x1200,60,NVIDIA,2.67,83,76990000
dell,Intel,7,13,5,16,DDR4,,512,15.6,1920x1080,60,Intel,1.62,54,22990000
dell,Intel,3,13,4.5,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.81,42,16990000
dell,Intel,7,13,5.2,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,1.795,64,48990000
dell,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,41,26990000
dell,Intel,5,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.59,41,25490000
dell,Intel,5,13,4.6,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,54,25490000
dell,Intel,7,13,5,16,DDR4,,512,14,1920x1080,60,Intel,1.36,54,31990000
dell,Intel,7,13,5,16,LPDDR5,4800,512,14,1920x1200,60,Intel,33,54,
dell,Intel,9,13,5.4,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,1.79,64,
dell,Intel,7,12,4.8,16,DDR5,5200,512,14,2560x1600,60,Intel,1.44,40,64990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,256,13.3,1920x1080,60,Intel,1.22,54,22990000
dell,Intel,5,11,4.2,8,DDR4,3200,256,15.6,1920x1080,60,NVIDIA,1.79,41,17990000
dell,Intel,7,13,5.2,16,DDR5,4800,256,15.6,1920x1080,60,NVIDIA,1.795,64,
dell,Intel,7,13,5,16,DDR4,,512,15.6,1920x1080,120,NVIDIA,1.9,54,25490000
dell,Intel,7,13,5.3,32,,,1024,16,1920x1200,60,,,83,80990000
asus,Intel,9,13,5.4,16,LPDDR5,,1024,13.4,2560x1600,165,NVIDIA,1.18,56,57999000
asus,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,90,34990000
asus,Intel,9,13,5.6,16,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,52990000
asus,Intel,,,4.5,16,LPDDR5X,,512,14,2880x1800,120,Intel,1.2,75,29990000
asus,Intel,5,11,4.5,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,22990000
asus,Intel,9,13,5.6,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,95000000
asus,Intel,9,13,5.4,32,DDR5,4800,1024,16,,240,NVIDIA,2.1,90,80990000
asus,AMD,9,7,5.4,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.67,90,
asus,Intel,9,13,5.4,16,DDR4,,512,14,1920x1200,60,Intel,1.5,50,26490000
asus,Intel,7,13,5,16,LPDDR5,5200,512,13.3,2880x1800,60,Intel,1,63,39590000
asus,Intel,9,13,5.4,16,DDR5,,512,15.6,2880x1620,120,NVIDIA,1.8,70,41990000
asus,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,90,34990000
asus,AMD,9,7,5.2,16,LPDDR5,6400,1024,13.4,2560x1600,165,NVIDIA,1.3,75,52990000
asus,Intel,7,13,4.9,16,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,37490000
asus,Intel,7,13,5,8,DDR4,,512,15.6,1920x1080,60,Intel,1.7,50,25990000
asus,Intel,3,11,4.1,8,DDR4,3200,256,14,1920x1080,60,Intel,1.55,37,10790000
asus,Intel,9,13,5.4,16,,,1024,16,3200x2000,120,NVIDIA,1.9,96,48990000
asus,AMD,7,7,4.7,16,DDR5,,512,15.6,1920x1080,144,NVIDIA,2.2,90,30490000
asus,AMD,7,7,4.7,8,DDR5,4800,512,16,1920x1200,165,AMD,2.2,90,32990000
asus,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.4,42,13490000
asus,AMD,5,7,4.55,8,DDR5,4800,1024,15.6,1920x1080,144,NVIDIA,2.2,90,30999000
asus,Intel,7,13,5,16,LPDDR5,,512,14,2880x1800,90,Intel,1.39,75,31990000
